Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2020-0079,1,2020-12-27,2020,Diciembre,27,Domingo,Verano,04:15:00,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,26-40
2021-0001,1,2021-01-06,2021,Enero,6,Miércoles,Verano,18:00:00,18,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Constitucion,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,36,26-40
2021-0002,1,2021-01-07,2021,Enero,7,Jueves,Verano,10:20:00,10,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.",True,Comuna 9,Mataderos,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,47,41-60
2021-0003,1,2021-01-10,2021,Enero,10,Domingo,Verano,07:40:00,7,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 7,Parque Chacabuco,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,26-40
2021-0004,1,2021-01-11,2021,Enero,11,Lunes,Verano,09:12:18,9,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,True,Comuna 5,Nueva Pompeya,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,61,61+
2021-0005,1,2021-01-11,2021,Enero,11,Lunes,Verano,21:30:00,21,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.",False,Comuna 9,Parque Avellaneda,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,73,61+
2021-0006,1,2021-01-12,2021,Enero,12,Martes,Verano,21:00:00,21,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,True,Comuna 14,Palermo,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,23,19-25
2021-0007,1,2021-01-18,2021,Enero,18,Lunes,Verano,10:00:00,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,True,Comuna 15,Parque Chas,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,84,61+
2021-0008,1,2021-01-22,2021,Enero,22,Viernes,Verano,23:30:00,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,True,Comuna 4,Nueva Pompeya,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,28,26-40
2021-0009,1,2021-01-23,2021,Enero,23,Sábado,Verano,05:30:00,5,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,True,Comuna 6,Caballito,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,26-40
2021-0010,1,2021-01-23,2021,Enero,23,Sábado,Verano,08:00:00,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28,26-40
2021-0011,1,2021-01-27,2021,Enero,27,Miércoles,Verano,01:04:26,1,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,False,Comuna 2,Recoleta,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,21,19-25
2021-0012,1,2021-01-29,2021,Enero,29,Viernes,Verano,20:07:22,20,AU DELLEPIANE Y GUAMINI,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",True,Comuna 8,Villa Lugano,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,72,61+
2021-0013,1,2021-01-31,2021,Enero,31,Domingo,Verano,06:10:00,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",True,Comuna 10,Velez Sarsfield,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,41,41-60
2021-0014,1,2021-02-02,2021,Febrero,2,Martes,Verano,00:50:00,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,SAN MARTIN AV.,True,Comuna 15,Villa Del Parque,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,28,26-40
2021-0015,1,2021-02-06,2021,Febrero,6,Sábado,Verano,03:05:00,3,SAN MARTIN AV. Y TINOGASTA,AVENIDA,SAN MARTIN AV.,True,Comuna 15,Agronomia,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,26-40
2021-0016,1,2021-02-14,2021,Febrero,14,Domingo,Verano,05:50:00,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 8,Villa Riachuelo,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22,19-25
2021-0017,1,2021-02-17,2021,Febrero,17,Miércoles,Verano,04:10:00,4,SALTA Y CASEROS AV.,AVENIDA,SALTA,True,Comuna 1,Constitucion,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,26-40
2021-0018,1,2021-02-20,2021,Febrero,20,Sábado,Verano,19:00:00,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"JAURES, JEAN",True,Comuna 3,Balvanera,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36,26-40
2021-0019,1,2021-02-21,2021,Febrero,21,Domingo,Verano,01:20:00,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,TRIUNVIRATO AV.,True,Comuna 12,Villa Urquiza,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,30,26-40
2021-0020,1,2021-02-21,2021,Febrero,21,Domingo,Verano,15:00:00,15,POTOSI Y GASCON,CALLE,POTOSI,True,Comuna 5,Almagro,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,45,41-60
2021-0021,1,2021-02-26,2021,Febrero,26,Viernes,Verano,05:30:00,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,"YRIGOYEN, HIPOLITO",True,Comuna 3,Balvanera,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,39,26-40
2021-0022,1,2021-02-28,2021,Febrero,28,Domingo,Verano,12:00:00,12,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 13,Belgrano,PASAJEROS-SD,PASAJEROS,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,68,61+
2021-0023,1,2021-03-01,2021,Marzo,1,Lunes,Otoño,09:20:00,9,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,False,Comuna 0,Límite o Afueras,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,19-25
2021-0024,1,2021-03-03,2021,Marzo,3,Miércoles,Otoño,16:30:00,16,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,"PERON, EVA AV.",True,Comuna 9,Mataderos,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,5,0-18
2021-0025,1,2021-03-11,2021,Marzo,11,Jueves,Otoño,03:45:00,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-OTRO,MOTO,OTRO,CONDUCTOR,MASCULINO,37,26-40
2021-0026,1,2021-03-15,2021,Marzo,15,Lunes,Otoño,02:35:00,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Barracas,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,26-40
2021-0027,1,2021-03-16,2021,Marzo,16,Martes,Otoño,15:30:00,15,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,19,19-25
2021-0028,1,2021-03-29,2021,Marzo,29,Lunes,Otoño,17:20:00,17,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,COREA AV.,True,Comuna 7,Flores,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,9,0-18
2021-0029,1,2021-03-31,2021,Marzo,31,Miércoles,Otoño,18:05:00,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",True,Comuna 7,Flores,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,26,26-40
2021-0030,1,2021-04-03,2021,Abril,3,Sábado,Otoño,18:30:00,18,FINOCHIETTO ENRIQUE DR. 1623,CALLE,FINOCHIETTO ENRIQUE DR.,False,Comuna 4,Barracas,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,36,26-40
2021-0031,1,2021-04-07,2021,Abril,7,Miércoles,Otoño,10:29:00,10,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,9 DE JULIO AV.,True,Comuna 1,Monserrat,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,68,61+
2021-0032,1,2021-04-10,2021,Abril,10,Sábado,Otoño,19:55:00,19,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,"CANTILO, INT.",True,Comuna 13,Belgrano,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,60,61+
2021-0033,1,2021-04-14,2021,Abril,14,Miércoles,Otoño,17:50:00,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 5,Boedo,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,33,26-40
2021-0034,1,2021-04-19,2021,Abril,19,Lunes,Otoño,14:40:00,14,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,"ALCORTA, AMANCIO AV.",True,Comuna 4,Parque Patricios,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,26,26-40
2021-0035,1,2021-05-03,2021,Mayo,3,Lunes,Otoño,09:20:00,9,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,"JANER, ANA MARIA",True,Comuna 8,Villa Soldati,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,19-25
2021-0036,1,2021-05-09,2021,Mayo,9,Domingo,Otoño,06:00:00,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,26-40
2021-0037,1,2021-05-11,2021,Mayo,11,Martes,Otoño,07:10:00,7,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,MONROE,True,Comuna 13,Belgrano,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,58,41-60
2021-0038,1,2021-05-14,2021,Mayo,14,Viernes,Otoño,11:40:00,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 14,Palermo,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,44,41-60
2021-0039,1,2021-05-15,2021,Mayo,15,Sábado,Otoño,12:09:00,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,OLIDEN,True,Comuna 9,Mataderos,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,86,61+
2021-0040,1,2021-05-20,2021,Mayo,20,Jueves,Otoño,05:50:00,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27,26-40
2021-0041,1,2021-05-20,2021,Mayo,20,Jueves,Otoño,08:30:00,8,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 14,Palermo,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,61+
2021-0042,1,2021-05-21,2021,Mayo,21,Viernes,Otoño,05:00:00,5,RIVADAVIA AV. 10900,AVENIDA,RIVADAVIA AV.,False,Comuna 9,Liniers,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39,26-40
2021-0043,1,2021-05-22,2021,Mayo,22,Sábado,Otoño,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,50,41-60
2021-0044,1,2021-05-25,2021,Mayo,25,Martes,Otoño,02:00:00,2,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,"PERON, EVA AV.",True,Comuna 9,Parque Avellaneda,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,19-25
2021-0045,1,2021-05-26,2021,Mayo,26,Miércoles,Otoño,17:24:00,17,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Barracas,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,22,19-25
2021-0046,1,2021-05-31,2021,Mayo,31,Lunes,Otoño,02:00:00,2,EL CANO AV. Y GUZMAN AV.,AVENIDA,ELCANO AV.,True,Comuna 15,Chacarita,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,20,19-25
2021-0047,1,2021-06-02,2021,Junio,2,Miércoles,Invierno,16:00:00,16,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,"VEDIA, AGUSTIN DE",True,Comuna 4,Nueva Pompeya,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,59,41-60
2021-0048,1,2021-06-03,2021,Junio,3,Jueves,Invierno,09:58:00,9,CAPDEVILLA Y CONGRESO AV.,AVENIDA,CAPDEVILA,True,Comuna 12,Villa Urquiza,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,44,41-60
2021-0049,1,2021-06-03,2021,Junio,3,Jueves,Invierno,20:30:00,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",False,Comuna 8,Villa Soldati,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,74,61+
2021-0050,1,2021-06-10,2021,Junio,10,Jueves,Invierno,13:30:00,13,DEL LIBERTADOR AV. 5958,AVENIDA,DEL LIBERTADOR AV.,False,Comuna 13,Belgrano,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,56,41-60
2021-0051,1,2021-06-15,2021,Junio,15,Martes,Invierno,19:20:00,19,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,27 DE FEBRERO AV.,True,Comuna 4,Nueva Pompeya,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,73,61+
2021-0052,1,2021-06-20,2021,Junio,20,Domingo,Invierno,05:40:00,5,"PAZ, GRAL. AV. 14723",GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 0,Límite o Afueras,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,19,19-25
2021-0053,1,2021-06-20,2021,Junio,20,Domingo,Invierno,12:00:00,12,CORRIENTES AV. 5783,AVENIDA,CORRIENTES AV.,False,Comuna 15,Villa Crespo,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,MASCULINO,58,41-60
2021-0054,1,2021-06-22,2021,Junio,22,Martes,Invierno,14:44:00,14,TABARE Y EREZCANO,CALLE,TABARE,True,Comuna 4,Nueva Pompeya,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,41-60
2021-0055,1,2021-06-29,2021,Junio,29,Martes,Invierno,12:20:00,12,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,CORRIENTES AV.,True,Comuna 3,Balvanera,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,47,41-60
2021-0056,1,2021-07-09,2021,Julio,9,Viernes,Invierno,23:25:00,23,"CORRALES Y MORENO, PERITO AV.",AVENIDA,CORRALES,True,Comuna 4,Nueva Pompeya,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,60,61+
2021-0057,1,2021-07-10,2021,Julio,10,Sábado,Invierno,23:30:00,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,AUTOPISTA ARTURO ILLIA,False,Comuna 2,Recoleta,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,46,41-60
2021-0058,1,2021-07-21,2021,Julio,21,Miércoles,Invierno,00:40:00,0,AV. GRAL. PAZ Y VEDIA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,24,19-25
2021-0059,1,2021-07-22,2021,Julio,22,Jueves,Invierno,01:20:00,1,"GARAY, JUAN DE AV. 2269",AVENIDA,"GARAY, JUAN DE AV.",False,Comuna 3,San Cristobal,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,44,41-60
2021-0060,1,2021-07-22,2021,Julio,22,Jueves,Invierno,12:30:00,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,"SALGUERO, JERONIMO",True,Comuna 5,Almagro,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,80,61+
2021-0061,1,2021-07-24,2021,Julio,24,Sábado,Invierno,09:15:00,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,"MORENO, PERITO AV.",True,Comuna 4,Nueva Pompeya,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,55,41-60
2021-0062,1,2021-07-27,2021,Julio,27,Martes,Invierno,07:16:00,7,LA PLATA AV. 2723,AVENIDA,LA PLATA AV.,False,Comuna 4,Nueva Pompeya,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,61+
2021-0063,1,2021-08-02,2021,Agosto,2,Lunes,Invierno,04:40:00,4,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",False,Comuna 7,Flores,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,31,26-40
2021-0064,1,2021-08-02,2021,Agosto,2,Lunes,Invierno,20:00:00,20,"PAZ, GRAL. AV. Y TONELERO",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,37,26-40
2021-0065,1,2021-08-06,2021,Agosto,6,Viernes,Invierno,08:30:00,8,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,SAN JUAN AV.,True,Comuna 6,Boedo,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,63,61+
2021-0066,1,2021-08-06,2021,Agosto,6,Viernes,Invierno,20:00:00,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,LOPE DE VEGA AV.,True,Comuna 11,Villa Real,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,59,41-60
2021-0067,1,2021-08-08,2021,Agosto,8,Domingo,Invierno,09:29:00,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Constitucion,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,26-40
2021-0068,1,2021-08-15,2021,Agosto,15,Domingo,Invierno,06:10:00,6,"BEIRO, FRANCISCO AV. 5071",AVENIDA,"BEIRO, FRANCISCO AV.",False,Comuna 11,Villa Devoto,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,39,26-40
2021-0069,1,2021-08-20,2021,Agosto,20,Viernes,Invierno,17:15:00,17,AV. SANTA FE 3428,AVENIDA,SANTA FE AV.,False,Comuna 14,Palermo,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,17,0-18
2021-0070,1,2021-08-28,2021,Agosto,28,Sábado,Invierno,08:30:00,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,"CHILAVERT, MARTINIANO, CORONEL",True,Comuna 8,Villa Soldati,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,26-40
2021-0071,1,2021-08-31,2021,Agosto,31,Martes,Invierno,16:00:00,16,SAN LUIS 2730,CALLE,SAN LUIS,False,Comuna 3,Balvanera,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,88,61+
2021-0072,1,2021-09-01,2021,Septiembre,1,Miércoles,Primavera,19:10:00,19,CALLAO AV. Y PARAGUAY,AVENIDA,CALLAO AV.,True,Comuna 2,Recoleta,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,57,41-60
2021-0073,1,2021-09-18,2021,Septiembre,18,Sábado,Primavera,12:20:00,12,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,DEL LIBERTADOR AV.,True,Comuna 2,Recoleta,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,FEMENINO,76,61+
2021-0074,1,2021-09-20,2021,Septiembre,20,Lunes,Primavera,15:00:00,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,55,41-60
2021-0075,1,2021-09-21,2021,Septiembre,21,Martes,Primavera,14:30:00,14,SALTA Y BRASIL,CALLE,SALTA,True,Comuna 1,Constitucion,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,65,61+
2021-0076,1,2021-10-16,2021,Octubre,16,Sábado,Primavera,06:15:00,6,"MORENO, PERITO AV. 2152",AVENIDA,"MORENO, PERITO AV.",False,Comuna 7,Flores,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,26-40
2021-0077,1,2021-10-18,2021,Octubre,18,Lunes,Primavera,07:20:00,7,DIRECTORIO AV. 1169,AVENIDA,DIRECTORIO AV.,False,Comuna 6,Caballito,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,31,26-40
2021-0078,1,2021-10-23,2021,Octubre,23,Sábado,Primavera,06:35:00,6,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,INDEPENDENCIA AV.,True,Comuna 6,Caballito,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,22,19-25
2021-0079,1,2021-10-25,2021,Octubre,25,Lunes,Primavera,03:30:00,3,TUCUMAN 3112,CALLE,TUCUMAN,False,Comuna 3,Balvanera,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,48,41-60
2021-0080,1,2021-10-28,2021,Octubre,28,Jueves,Primavera,16:16:00,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,ARENALES,True,Comuna 1,Retiro,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,26-40
2021-0081,1,2021-11-02,2021,Noviembre,2,Martes,Primavera,13:35:00,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Barracas,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,26-40
2021-0082,1,2021-11-06,2021,Noviembre,6,Sábado,Primavera,04:39:00,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 3,San Cristobal,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,38,26-40
2021-0083,1,2021-11-09,2021,Noviembre,9,Martes,Primavera,00:35:00,0,CABILDO AV. Y OLAZABAL,AVENIDA,CABILDO AV.,True,Comuna 13,Belgrano,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,26-40
2021-0084,1,2021-11-11,2021,Noviembre,11,Jueves,Primavera,03:00:00,3,TAPALQUE Y BRUIX AV.,AVENIDA,TAPALQUE,True,Comuna 9,Parque Avellaneda,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,26-40
2021-0085,1,2021-11-20,2021,Noviembre,20,Sábado,Primavera,18:30:00,18,"PAZ, GRAL. AV. Y EZEIZA",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Villa Pueyrredon,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,49,41-60
2021-0086,1,2021-11-25,2021,Noviembre,25,Jueves,Primavera,10:10:00,10,RIVADAVIA AV. Y PUAN,AVENIDA,RIVADAVIA AV.,True,Comuna 6,Caballito,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,61+
2021-0087,1,2021-11-27,2021,Noviembre,27,Sábado,Primavera,11:22:00,11,ESMERALDA 1359,CALLE,ESMERALDA,False,Comuna 1,Retiro,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,73,61+
2021-0088,1,2021-12-01,2021,Diciembre,1,Miércoles,Verano,15:40:00,15,AV. MOROE Y 3 DE FEBRERO,CALLE,MONROE,True,Comuna 13,Belgrano,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,45,41-60
2021-0089,1,2021-12-02,2021,Diciembre,2,Jueves,Verano,01:10:00,1,AV. GAONA 3655,AVENIDA,GAONA AV.,False,Comuna 11,Villa Santa Rita,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41,41-60
2021-0090,1,2021-12-10,2021,Diciembre,10,Viernes,Verano,11:45:00,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,9 DE JULIO AV.,True,Comuna 1,San Nicolas,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73,61+
2021-0091,1,2021-12-11,2021,Diciembre,11,Sábado,Verano,23:00:00,23,BAIGORRIA Y VICTOR HUGO,CALLE,BAIGORRIA,True,Comuna 10,Monte Castro,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,24,19-25
