Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2016-0119,1,2016-09-04,2016,Septiembre,4,Domingo,Primavera,06:40:00,6,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",True,Comuna 12,Villa Urquiza,SD-SD,SD,SD,PASAJERO_ACOMPAÑANTE,FEMENINO,23,19-25
2016-0122,1,2016-09-13,2016,Septiembre,13,Martes,Primavera,07:10:00,7,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",False,Comuna 9,Parque Avellaneda,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,49,41-60
2016-0123,1,2016-09-14,2016,Septiembre,14,Miércoles,Primavera,09:00:00,9,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,True,Comuna 7,Flores,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,58,41-60
2016-0124,1,2016-09-16,2016,Septiembre,16,Viernes,Primavera,15:24:00,15,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,True,Comuna 7,Flores,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,67,61+
2016-0125,1,2016-09-17,2016,Septiembre,17,Sábado,Primavera,12:14:00,12,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,True,Comuna 10,Villa Luro,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,26-40
2016-0126,2,2016-09-18,2016,Septiembre,18,Domingo,Primavera,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,True,Comuna 10,Villa Real,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,37,26-40
2016-0126,2,2016-09-18,2016,Septiembre,18,Domingo,Primavera,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,True,Comuna 10,Villa Real,AUTO-CARGAS,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,60,61+
2016-0127,1,2016-09-24,2016,Septiembre,24,Sábado,Primavera,10:25:00,10,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",True,Comuna 8,Villa Soldati,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,41-60
2016-0128,1,2016-10-02,2016,Octubre,2,Domingo,Primavera,11:30:00,11,CASTRO Y AV PAVON,AVENIDA,CASTRO,True,Comuna 5,Boedo,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81,61+
2016-0130,1,2016-10-04,2016,Octubre,4,Martes,Primavera,12:30:00,12,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Constitucion,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,26-40
2016-0131,1,2016-10-09,2016,Octubre,9,Domingo,Primavera,19:13:00,19,MIRAVE 3500,CALLE,MIRAVE,False,Comuna 4,Barracas,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35,26-40
2016-0132,1,2016-10-10,2016,Octubre,10,Lunes,Primavera,02:30:00,2,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,True,Comuna 3,San Cristobal,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,26-40
2016-0133,1,2016-10-14,2016,Octubre,14,Viernes,Primavera,00:05:00,0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,True,Comuna 14,Palermo,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41,41-60
2016-0134,1,2016-10-23,2016,Octubre,23,Domingo,Primavera,05:00:00,5,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,True,Comuna 8,Villa Lugano,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,25,26-40
2016-0135,1,2016-10-24,2016,Octubre,24,Lunes,Primavera,05:00:00,5,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,Comuna 14,Palermo,PEATON-SD,PEATON,SD,PEATON,MASCULINO,29,26-40
2016-0136,1,2016-10-25,2016,Octubre,25,Martes,Primavera,00:00:00,0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,False,Comuna 0,Límite o Afueras,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,54,41-60
2016-0137,1,2016-10-25,2016,Octubre,25,Martes,Primavera,00:39:00,0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,True,Comuna 11,Villa Devoto,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,26-40
2016-0138,1,2016-10-27,2016,Octubre,27,Jueves,Primavera,20:30:00,20,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,True,Comuna 13,Belgrano,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,33,26-40
2016-0139,1,2016-10-28,2016,Octubre,28,Viernes,Primavera,23:00:00,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,Comuna 14,Palermo,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,35,26-40
2016-0140,1,2016-10-31,2016,Octubre,31,Lunes,Primavera,02:58:00,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,True,Comuna 13,Belgrano,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,20,19-25
2016-0142,1,2016-11-05,2016,Noviembre,5,Sábado,Primavera,23:30:00,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 1,Retiro,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,46,41-60
2016-0143,1,2016-11-06,2016,Noviembre,6,Domingo,Primavera,04:41:00,4,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,35,26-40
2016-0144,1,2016-11-07,2016,Noviembre,7,Lunes,Primavera,12:10:00,12,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",False,Comuna 4,Boca,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,83,61+
2016-0145,1,2016-11-07,2016,Noviembre,7,Lunes,Primavera,20:56:00,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 13,Belgrano,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,39,26-40
2016-0146,1,2016-11-09,2016,Noviembre,9,Miércoles,Primavera,20:00:00,20,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,True,Comuna 4,Parque Patricios,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,29,26-40
2016-0147,1,2016-11-16,2016,Noviembre,16,Miércoles,Primavera,21:15:00,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,Comuna 1,Constitucion,MOVIL-PASAJEROS,MOVIL,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,55,41-60
2016-0148,1,2016-11-16,2016,Noviembre,16,Miércoles,Primavera,22:20:00,22,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,False,Comuna 15,Paternal,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,3,0-18
2016-0150,1,2016-11-18,2016,Noviembre,18,Viernes,Primavera,18:20:00,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",True,Comuna 4,Nueva Pompeya,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,41,41-60
2016-0152,1,2016-11-23,2016,Noviembre,23,Miércoles,Primavera,21:10:00,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",True,Comuna 7,Flores,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,42,41-60
2016-0153,1,2016-11-25,2016,Noviembre,25,Viernes,Primavera,15:42:00,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,True,Comuna 15,Palermo,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,83,61+
2016-0154,1,2016-11-26,2016,Noviembre,26,Sábado,Primavera,14:14:00,14,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 8,Villa Lugano,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,38,26-40
2016-0155,1,2016-11-26,2016,Noviembre,26,Sábado,Primavera,16:50:00,16,MADERO 900,CALLE,MADERO,False,Comuna 10,Versalles,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,29,26-40
2016-0156,1,2016-11-26,2016,Noviembre,26,Sábado,Primavera,19:40:00,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,True,Comuna 3,San Cristobal,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23,19-25
2016-0157,1,2016-12-03,2016,Diciembre,3,Sábado,Verano,06:40:00,6,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",False,Comuna 11,Villa Santa Rita,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,23,19-25
2016-0159,1,2016-12-04,2016,Diciembre,4,Domingo,Verano,07:21:00,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,AUTO-SD,AUTO,SD,CONDUCTOR,MASCULINO,23,19-25
2016-0160,1,2016-12-06,2016,Diciembre,6,Martes,Verano,05:30:00,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 9,Liniers,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,CONDUCTOR,MASCULINO,29,26-40
2016-0161,1,2016-12-06,2016,Diciembre,6,Martes,Verano,07:22:00,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,True,Comuna 14,Palermo,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,41-60
2016-0162,1,2016-12-07,2016,Diciembre,7,Miércoles,Verano,05:00:00,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",True,Comuna 15,Chacarita,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38,26-40
2016-0163,1,2016-12-10,2016,Diciembre,10,Sábado,Verano,07:30:00,7,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2016-0164,1,2016-12-11,2016,Diciembre,11,Domingo,Verano,06:16:00,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,True,Comuna 4,Nueva Pompeya,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,29,26-40
2016-0165,1,2016-12-12,2016,Diciembre,12,Lunes,Verano,08:25:00,8,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",False,Comuna 4,Boca,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,37,26-40
2016-0168,1,2016-12-13,2016,Diciembre,13,Martes,Verano,10:40:00,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,True,Comuna 4,Nueva Pompeya,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,41-60
2016-0169,1,2016-12-15,2016,Diciembre,15,Jueves,Verano,15:30:00,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,True,Comuna 12,Saavedra,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,19-25
2016-0170,1,2016-12-19,2016,Diciembre,19,Lunes,Verano,17:10:00,17,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 12,Saavedra,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,19-25
2016-0171,1,2016-12-25,2016,Diciembre,25,Domingo,Verano,19:00:00,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",True,Comuna 1,San Telmo,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,39,26-40
2016-0172,1,2016-12-26,2016,Diciembre,26,Lunes,Verano,08:00:00,8,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",True,Comuna 5,Boedo,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,38,26-40
2016-0173,1,2016-12-26,2016,Diciembre,26,Lunes,Verano,19:52:00,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Flores,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,26-40
2016-0174,1,2016-12-27,2016,Diciembre,27,Martes,Verano,00:00:00,0,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 0,Límite o Afueras,SD-SD,SD,SD,CONDUCTOR,MASCULINO,3,0-18
2016-0175,1,2016-12-27,2016,Diciembre,27,Martes,Verano,08:15:00,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",True,Comuna 7,Flores,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,65,61+
2016-0176,1,2016-12-28,2016,Diciembre,28,Miércoles,Verano,01:41:00,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,True,Comuna 1,Monserrat,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,26-40
2016-0177,1,2016-12-29,2016,Diciembre,29,Jueves,Verano,04:00:00,4,ARENALES 3319,CALLE,ARENALES,False,Comuna 14,Palermo,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,27,26-40
2016-0178,1,2016-12-30,2016,Diciembre,30,Viernes,Verano,16:18:00,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,True,Comuna 3,Balvanera,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,7,0-18
2017-0001,1,2017-01-02,2017,Enero,2,Lunes,Verano,01:00:00,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 11,Villa Gral. Mitre,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,18,19-25
2017-0003,1,2017-01-05,2017,Enero,5,Jueves,Verano,03:10:00,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,True,Comuna 4,Barracas,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,33,26-40
2017-0007,1,2017-01-11,2017,Enero,11,Miércoles,Verano,17:00:00,17,LIMA Y MEXICO,CALLE,LIMA,True,Comuna 1,Monserrat,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,48,41-60
2017-0008,1,2017-01-16,2017,Enero,16,Lunes,Verano,00:40:00,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",True,Comuna 14,Palermo,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,26-40
2017-0009,1,2017-01-16,2017,Enero,16,Lunes,Verano,13:56:00,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 5,Boedo,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,36,26-40
2017-0010,1,2017-01-16,2017,Enero,16,Lunes,Verano,16:30:00,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,True,Comuna 6,Parque Chacabuco,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2017-0011,1,2017-01-22,2017,Enero,22,Domingo,Verano,02:30:00,2,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,29,26-40
2017-0012,1,2017-01-24,2017,Enero,24,Martes,Verano,14:00:00,14,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,True,Comuna 4,Nueva Pompeya,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,30,26-40
2017-0013,1,2017-01-27,2017,Enero,27,Viernes,Verano,07:00:00,7,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",False,Comuna 4,Barracas,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,4,0-18
2017-0014,1,2017-01-28,2017,Enero,28,Sábado,Verano,08:27:34,8,AV. DONADO Y ARIAS,AVENIDA,DONADO,True,Comuna 12,Saavedra,MULTIPLE,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,22,19-25
2017-0015,1,2017-02-02,2017,Febrero,2,Jueves,Verano,15:18:03,15,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,True,Comuna 2,Balvanera,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,82,61+
2017-0016,1,2017-02-03,2017,Febrero,3,Viernes,Verano,05:12:21,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 1,Constitucion,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,26-40
2017-0017,1,2017-02-06,2017,Febrero,6,Lunes,Verano,08:00:00,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 14,Palermo,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,26-40
2017-0018,1,2017-02-09,2017,Febrero,9,Jueves,Verano,07:00:00,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,26-40
2017-0021,1,2017-02-18,2017,Febrero,18,Sábado,Verano,05:30:00,5,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,True,Comuna 1,San Nicolas,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,43,41-60
2017-0024,1,2017-02-23,2017,Febrero,23,Jueves,Verano,20:50:00,20,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,False,Comuna 7,Flores,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39,26-40
2017-0025,1,2017-02-24,2017,Febrero,24,Viernes,Verano,17:05:00,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 7,Flores,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,23,19-25
2017-0026,2,2017-02-26,2017,Febrero,26,Domingo,Verano,05:15:00,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",True,Comuna 4,Nueva Pompeya,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,19-25
2017-0026,2,2017-02-26,2017,Febrero,26,Domingo,Verano,05:15:00,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",True,Comuna 4,Nueva Pompeya,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,19,19-25
2017-0027,1,2017-02-26,2017,Febrero,26,Domingo,Verano,21:57:00,21,AV. CASEROS 1429,AVENIDA,CASEROS AV.,False,Comuna 1,Constitucion,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,61,61+
2017-0028,1,2017-02-28,2017,Febrero,28,Martes,Verano,09:20:00,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,True,Comuna 6,Caballito,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,87,61+
2017-0029,1,2017-03-07,2017,Marzo,7,Martes,Otoño,02:15:00,2,MOZART Y TANDIL,CALLE,MOZART,True,Comuna 9,Parque Avellaneda,SD-AUTO,SD,AUTO,CONDUCTOR,MASCULINO,34,26-40
2017-0030,1,2017-03-07,2017,Marzo,7,Martes,Otoño,08:00:00,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,True,Comuna 9,Parque Avellaneda,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,27,26-40
2017-0031,1,2017-03-11,2017,Marzo,11,Sábado,Otoño,01:30:00,1,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,True,Comuna 3,San Cristobal,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,70,61+
2017-0032,1,2017-03-12,2017,Marzo,12,Domingo,Otoño,05:00:00,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 8,Villa Lugano,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,40,41-60
2017-0033,1,2017-03-12,2017,Marzo,12,Domingo,Otoño,07:30:00,7,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 11,Villa Devoto,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,28,26-40
2017-0034,1,2017-03-13,2017,Marzo,13,Lunes,Otoño,07:50:00,7,GODOY CRUZ 2651,CALLE,GODOY CRUZ,False,Comuna 14,Palermo,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,43,41-60
2017-0035,3,2017-03-23,2017,Marzo,23,Jueves,Otoño,05:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,Comuna 1,Puerto Madero,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,26-40
2017-0035,3,2017-03-23,2017,Marzo,23,Jueves,Otoño,05:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,Comuna 1,Puerto Madero,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,32,26-40
2017-0035,3,2017-03-23,2017,Marzo,23,Jueves,Otoño,05:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,Comuna 1,Puerto Madero,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,26-40
2017-0036,2,2017-03-29,2017,Marzo,29,Miércoles,Otoño,18:00:00,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Villa Pueyrredon,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,19-25
2017-0036,2,2017-03-29,2017,Marzo,29,Miércoles,Otoño,18:00:00,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Villa Pueyrredon,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,19-25
2017-0037,1,2017-03-31,2017,Marzo,31,Viernes,Otoño,03:00:00,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,Comuna 1,Constitucion,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,41-60
2017-0038,1,2017-04-01,2017,Abril,1,Sábado,Otoño,19:00:00,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,True,Comuna 7,Flores,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,40,41-60
2017-0040,1,2017-04-03,2017,Abril,3,Lunes,Otoño,09:40:00,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",False,Comuna 13,Belgrano,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,43,41-60
2017-0041,1,2017-04-03,2017,Abril,3,Lunes,Otoño,23:15:00,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",False,Comuna 7,Flores,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,17,0-18
2017-0042,1,2017-04-10,2017,Abril,10,Lunes,Otoño,09:00:00,9,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.",False,Comuna 14,Belgrano,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,34,26-40
2017-0045,1,2017-04-14,2017,Abril,14,Viernes,Otoño,06:15:00,6,NOGOYA 5940,CALLE,NOGOYA,False,Comuna 10,Versalles,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,19-25
2017-0047,1,2017-04-23,2017,Abril,23,Domingo,Otoño,06:30:00,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,True,Comuna 8,Villa Lugano,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,26-40
2017-0049,1,2017-04-27,2017,Abril,27,Jueves,Otoño,18:16:00,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 8,Villa Soldati,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,22,19-25
2017-0050,2,2017-04-28,2017,Abril,28,Viernes,Otoño,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 9,Villa Luro,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,46,41-60
